X.U.FEFF.end_,today_,deviceid_,date_survey_All,enumerator_id_All,select_one_organization_name_All,org_name_other_All,governorate_ID_All,district_ID_All,market_name_All,type_area_All,password_incorrect_,password_incorrect,fuel_prices_All,cash_feasibility_fuel_All,cash_feasibility_fuel_All.Cash,cash_feasibility_fuel_All.Mobile_money,cash_feasibility_fuel_All.Credit_debit_Card,cash_feasibility_fuel_All.Prepaid_cards,cash_feasibility_fuel_All.Credit,cash_feasibility_fuel_All.Vouchers,cash_feasibility_fuel_All.Bartering,cash_feasibility_fuel_All.Other,cash_feasibility_fuel_All.Do_not_know,Other_cash_feasibility_fuel_All,sell_petrol_All,quantity_1L_petrol_All,quantity_other_petrol_All,price_petrol_All,calc_price_petrol_All,price_petrol_normalised_All,price_petrol_display_All,sell_diesel_All,quantity_1L_diesel_All,quantity_other_diesel_All,price_diesel_All,calc_price_diesel_All,price_diesel_normalised_All,price_diesel_display_All,fuel_gov_origin_All,fuel_restock_days_min_All,fuel_constraints_multiple_All,fuel_constraints_multiple_All.Price_inflation,fuel_constraints_multiple_All.Liquidity_shortage,fuel_constraints_multiple_All.Shortage_of_demand,fuel_constraints_multiple_All.Insecurity_and_instability,fuel_constraints_multiple_All.Supply_shortage,fuel_constraints_multiple_All.Government_regulations,fuel_constraints_multiple_All.Transportation_issues,fuel_constraints_multiple_All.Other_see_next_question,fuel_constraints_multiple_All.Do_not_know,fuel_constraints_multiple_All.No_constraints,fuel_constraints_multiple_All.Vendor_did_not_answer,fuel_constraints_other_All,password_incorrect_001,password_incorrect_002,foodcare_info,nficare_info,password_incorrect_003,wash_list_All,wash_prices_All,cash_feasibility_wash_All,cash_feasibility_wash_All.Cash,cash_feasibility_wash_All.Mobile_money,cash_feasibility_wash_All.Credit_debit_Card,cash_feasibility_wash_All.Prepaid_cards,cash_feasibility_wash_All.Credit,cash_feasibility_wash_All.Vouchers,cash_feasibility_wash_All.Bartering,cash_feasibility_wash_All.Other,cash_feasibility_wash_All.Do_not_know,Other_cash_feasibility_wash_All,sell_bottled_water_All,quantity_0.75L_All,bottled_quantity_other_All,price_bottled_water_All,calc_price_bottled_water_All,price_bottled_water_normalised_All,price_bottled_water_display_All,sell_treated_water_All,quantity_10L_All,treated_quantity_other_All,price_treated_water_All,calc_price_treated_water_All,price_treated_water_normalised_All,price_treated_water_display_All,other_water_comments_All,sell_soap_All,quantity_1bar_All,soap_quantity_other_All,price_soap_All,calc_price_soap_All,price_soap_normalised_All,price_soap_display_All,sell_laundry_powder_All,quantity_100g_All,laundry_quantity_other_All,price_laundry_powder_All,calc_price_laundry_All,price_laundry_powder_normalised_All,price_laundry_powder_display_All,sell_sanitary_napkins_All,quantity_10units_All,napkins_quantity_other_All,price_sanitary_napkins_All,calc_price_sanitary_All,price_sanitary_napkins_normalised_All,price_sanitary_napkins_display_All,wash_gov_origin_All,wash_type_supplier_All,wash_restock_days_min_All,wash_constraints_multiple_All,wash_constraints_multiple_All.Price_inflation,wash_constraints_multiple_All.Liquidity_shortage,wash_constraints_multiple_All.Shortage_of_demand,wash_constraints_multiple_All.Insecurity_and_instability,wash_constraints_multiple_All.Supply_shortage,wash_constraints_multiple_All.Government_regulations,wash_constraints_multiple_All.Transportation_issues,wash_constraints_multiple_All.Other_see_next_question,wash_constraints_multiple_All.Do_not_know,wash_constraints_multiple_All.No_constraints,wash_constraints_multiple_All.Vendor_did_not_answer,wash_constraints_other_All,water_trucking_prices_All,cash_feasibility_water_trucking_All,cash_feasibility_water_trucking_All.Cash,cash_feasibility_water_trucking_All.Mobile_money,cash_feasibility_water_trucking_All.Credit_debit_Card,cash_feasibility_water_trucking_All.Prepaid_cards,cash_feasibility_water_trucking_All.Credit,cash_feasibility_water_trucking_All.Vouchers,cash_feasibility_water_trucking_All.Bartering,cash_feasibility_water_trucking_All.Other,cash_feasibility_water_trucking_All.Do_not_know,Other_cash_feasibility_water_trucking_All,capacity_truck_All,type_owner_All,type_water_All,water_chlorinated_All,water_quantity_1cub_mtr_All,water_quantity_other_cub_mtr_All,price_cubic_meter_All,cost_cubic_meter_All,location_source_All,price_cubic_meter_normalized_All,price_cubic_meter_display_All,distance_travelled_All,distance_price_All,additional_cost_5_All,additional_cost_10_All,constraints_multiple_All,constraints_multiple_All.Price_inflation,constraints_multiple_All.Liquidity_shortage,constraints_multiple_All.Shortage_of_demand,constraints_multiple_All.Insecurity_and_instability,constraints_multiple_All.Supply_shortage,constraints_multiple_All.Government_regulations,constraints_multiple_All.Transportation_issues,constraints_multiple_All.Other_see_next_question,constraints_multiple_All.Do_not_know,constraints_multiple_All.No_constraints,constraints_multiple_All.Vendor_did_not_answer,wash_constraints_other_001_All,exchange_rate_All,exchange_rate_result_All,note_exchange_rate_All,exchange_rate_south_All,exchange_rate_result_south_All,note_exchange_rate_south_All,market_info_q_All,mrk_supply_routes_All,mrk_supply_issues_All,mrk_supply_issues_All.dmg_infra_market,mrk_supply_issues_All.dmg_infra_sorrounding,mrk_supply_issues_All.dmg_storage,mrk_supply_issues_All.move_restriction,mrk_supply_issues_All.other,mrk_supply_issues_All.did_not_answer,mrk_supply_issues_other_All,mrk_dmg_infra_All,mrk_dmg_infra_All.road,mrk_dmg_infra_All.electrical,mrk_dmg_infra_All.water,mrk_dmg_infra_All.communication,mrk_dmg_infra_All.other,mrk_dmg_infra_other_All,mrk_increse_fuel_50_All,mrk_increse_fuel_100_All,mrk_increse_WASH_50_All,mrk_increse_WASH_100_All,mrk_increse_water_50_All,mrk_increse_water_100_All,further_comments_All,X__version___All,X_version__All,X_id,X_uuid,X_submission_time,X_validation_status,X_index
2020-01-23T10:53:09.717+03:00,1/22/2020,ee.humanitarianresponse.info:gbbhdi1ZMCGQyP5K,1/21/2020,???,ACTED,,YE29,YE2915,????? ?????,Urban,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,365,365,,,yes,yes,,430,430,,,YE13,3,Supply_shortage,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,150,150,,,,yes,yes,,250,250,,,yes,yes,,100,100,,,yes,yes,,500,500,,,YE23,Vendor,3,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,no,yes,,7000,7000,4,,,30,no,,,Other_see_next_question,0,0,0,0,0,0,0,1,0,0,0,?????? ???????? ??????? ( ??????),yes,590,,no,,,yes,no,,,,,,,,,,,,,,,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,81851503,bbf0a14a-71a6-462f-9438-652625a80216,2020-01-23T07:56:14,,65
2020-01-24T20:27:11.619+03:00,1/24/2020,ee.humanitarianresponse.info:AjdYkxUATsogU5G6,1/24/2020,?????,ACTED,,YE15,YE1508,???? ??? ????,Urban,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,400,400,,,yes,yes,,425,425,,,YE25,1,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,no,20,2600,98,,,no,,,,,,,,yes,no,5760,7500,104,,,yes,no,4800,3800,79,,,no,,,,,,,YE15,Wholesaler,1,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,no,,,yes,no,,,,,,,,,,,,,,,,yes,yes,yes,yes,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,82042167,1cf71f13-3964-4d6f-8d4f-dafa24c20e07,2020-01-24T16:47:56,,73
2020-01-27T15:03:33.479+03,1/27/2020,3.53562E+13,1/22/2020,????,ADRA,,YE17,YE1729,??? ??????? ,Urban,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,80,80,,,no,,,,,,,,yes,yes,,120,120,,,yes,yes,,80,80,,,yes,yes,,570,570,,,YE23,Vendor,30,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,598,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,82482048,01938e7a-8880-42d3-89a2-74eec2ce5677,2020-01-29T10:03:58,,1
2020-01-27T14:56:00.895+03,1/27/2020,3.53562E+13,1/22/2020,???? ,ADRA,,YE17,YE1729,?? ??????? ,Urban,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Mobile_money Credit,0,1,0,0,1,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,,yes,yes,,120,120,,,yes,yes,,100,100,,,yes,yes,,520,520,,,YE18,Wholesaler,7,Price_inflation Insecurity_and_instability Transportation_issues,1,0,0,1,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,595,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,82482045,3c8a316f-7f03-4377-8d9c-0843fdc959cd,2020-01-29T10:03:55,,2
2020-01-27T15:15:04.837+03,1/27/2020,3.53562E+13,1/22/2020,???? ,ADRA,,YE17,YE1729,??? ??????? ,Urban,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Credit,1,0,0,0,1,0,0,0,0,,yes,yes,,80,80,,,no,,,,,,,,yes,yes,,70,70,,,yes,yes,,80,80,,,yes,yes,,540,540,,,YE23,Wholesaler,15,Price_inflation Liquidity_shortage Transportation_issues,1,1,0,0,0,0,1,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,600,,no,,,no,,,,,,,,,,,,,,,,,,,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,82482051,8610aafa-4b1e-4829-a74b-397765fba819,2020-01-29T10:04:02,,22
2020-01-26T15:54:01.102+03:00,1/26/2020,ee.humanitarianresponse.info:eNaRzoqVU1Phehdo,1/26/2020,Mert,DRC,,YE21,YE2113,Ataq's 5,Urban,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,20,3800,190,,,yes,no,20,6800,340,,,YE26,2,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,,,,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,50,50,,,None,yes,no,70,150,171,,,yes,yes,,100,100,,,yes,yes,,600,600,,,YE21,Wholesaler,1,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,650,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,82168336,8e4f2757-293a-4a61-98bf-588cc1133e5c,2020-01-26T12:54:44,,90
2020-01-26T16:06:11.894+03:00,1/26/2020,ee.humanitarianresponse.info:eNaRzoqVU1Phehdo,1/26/2020,Mert,DRC,,YE21,YE2113,Ataq's market,Urban,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,20,7500,375,,,yes,no,20,7600,380,,,YE19,2,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,,,,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,100,100,,,None,yes,yes,,200,200,,,yes,yes,,120,120,,,yes,yes,,600,600,,,YE21,Wholesaler,1,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,650,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,82169942,e5fa629b-421d-44bb-81d4-1ded31588d6a,2020-01-26T13:07:42,,93
2020-01-26T16:35:43.228+03:00,1/26/2020,ee.humanitarianresponse.info:eNaRzoqVU1Phehdo,1/26/2020,Mert,DRC,,YE21,YE2113,Ataq's market,Urban,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,20,7500,375,,,yes,yes,,7600,7600,,,YE19,2,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,yes,yes,,100,100,,,None,yes,no,70,200,229,,,yes,yes,,100,100,,,yes,yes,,600,600,,,YE21,Wholesaler,1,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,650,,no,,,,,,,,,,,,,,,,,,,,,,,,,,None,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,82173017,aa11f3d3-9716-4088-bce7-181c54b92d3e,2020-01-26T13:38:04,,94
2020-01-26T18:16:32.596+03:00,1/26/2020,ee.humanitarianresponse.info:eNaRzoqVU1Phehdo,1/26/2020,Mert,DRC,,YE21,YE2114,AlGoul market,Rural,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,no,20,3800,190,,,yes,no,6800,6800,1,,,YE21,2,Price_inflation Insecurity_and_instability Supply_shortage,1,0,0,1,1,0,0,0,0,0,0,,,,,,,,yes,Cash Credit_debit_Card,1,0,1,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,,yes,no,70,200,229,,,yes,no,1000,850,85,,,yes,yes,,600,600,,,YE21,Wholesaler,1,Price_inflation Insecurity_and_instability,1,0,0,1,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,645,,no,,,,,,,,,,,,,,,,,,,,,,,,,,Non,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,82181423,96cc1f4b-5da6-4aeb-9fc7-6fd5ece59dc5,2020-01-26T15:20:57,,95
2020-01-26T19:24:52.291+03:00,1/26/2020,ee.humanitarianresponse.info:eNaRzoqVU1Phehdo,1/26/2020,Ali,DRC,,YE21,YE2114,Al-Goul's market,Rural,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,100,100,,,no,,,,,,,,yes,yes,,150,150,,,yes,yes,,100,100,,,yes,yes,,600,600,,,YE21,Wholesaler,1,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,645,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,82187593,c1af1b49-502e-49c5-80c0-d9f83087a486,2020-01-26T17:15:12,,96
