X.U.FEFF.end_,today_,deviceid_,date_survey_All,enumerator_id_All,select_one_organization_name_All,org_name_other_All,governorate_ID_All,district_ID_All,market_name_All,type_area_All,password_incorrect_,password_incorrect,fuel_prices_All,cash_feasibility_fuel_All,cash_feasibility_fuel_All.Cash,cash_feasibility_fuel_All.Mobile_money,cash_feasibility_fuel_All.Credit_debit_Card,cash_feasibility_fuel_All.Prepaid_cards,cash_feasibility_fuel_All.Credit,cash_feasibility_fuel_All.Vouchers,cash_feasibility_fuel_All.Bartering,cash_feasibility_fuel_All.Other,cash_feasibility_fuel_All.Do_not_know,Other_cash_feasibility_fuel_All,sell_petrol_All,quantity_1L_petrol_All,quantity_other_petrol_All,price_petrol_All,calc_price_petrol_All,price_petrol_normalised_All,price_petrol_display_All,sell_diesel_All,quantity_1L_diesel_All,quantity_other_diesel_All,price_diesel_All,calc_price_diesel_All,price_diesel_normalised_All,price_diesel_display_All,fuel_gov_origin_All,fuel_restock_days_min_All,fuel_constraints_multiple_All,fuel_constraints_multiple_All.Price_inflation,fuel_constraints_multiple_All.Liquidity_shortage,fuel_constraints_multiple_All.Shortage_of_demand,fuel_constraints_multiple_All.Insecurity_and_instability,fuel_constraints_multiple_All.Supply_shortage,fuel_constraints_multiple_All.Government_regulations,fuel_constraints_multiple_All.Transportation_issues,fuel_constraints_multiple_All.Other_see_next_question,fuel_constraints_multiple_All.Do_not_know,fuel_constraints_multiple_All.No_constraints,fuel_constraints_multiple_All.Vendor_did_not_answer,fuel_constraints_other_All,password_incorrect_001,password_incorrect_002,foodcare_info,nficare_info,password_incorrect_003,wash_list_All,wash_prices_All,cash_feasibility_wash_All,cash_feasibility_wash_All.Cash,cash_feasibility_wash_All.Mobile_money,cash_feasibility_wash_All.Credit_debit_Card,cash_feasibility_wash_All.Prepaid_cards,cash_feasibility_wash_All.Credit,cash_feasibility_wash_All.Vouchers,cash_feasibility_wash_All.Bartering,cash_feasibility_wash_All.Other,cash_feasibility_wash_All.Do_not_know,Other_cash_feasibility_wash_All,sell_bottled_water_All,quantity_0.75L_All,bottled_quantity_other_All,price_bottled_water_All,calc_price_bottled_water_All,price_bottled_water_normalised_All,price_bottled_water_display_All,sell_treated_water_All,quantity_10L_All,treated_quantity_other_All,price_treated_water_All,calc_price_treated_water_All,price_treated_water_normalised_All,price_treated_water_display_All,other_water_comments_All,sell_soap_All,quantity_1bar_All,soap_quantity_other_All,price_soap_All,calc_price_soap_All,price_soap_normalised_All,price_soap_display_All,sell_laundry_powder_All,quantity_100g_All,laundry_quantity_other_All,price_laundry_powder_All,calc_price_laundry_All,price_laundry_powder_normalised_All,price_laundry_powder_display_All,sell_sanitary_napkins_All,quantity_10units_All,napkins_quantity_other_All,price_sanitary_napkins_All,calc_price_sanitary_All,price_sanitary_napkins_normalised_All,price_sanitary_napkins_display_All,wash_gov_origin_All,wash_type_supplier_All,wash_restock_days_min_All,wash_constraints_multiple_All,wash_constraints_multiple_All.Price_inflation,wash_constraints_multiple_All.Liquidity_shortage,wash_constraints_multiple_All.Shortage_of_demand,wash_constraints_multiple_All.Insecurity_and_instability,wash_constraints_multiple_All.Supply_shortage,wash_constraints_multiple_All.Government_regulations,wash_constraints_multiple_All.Transportation_issues,wash_constraints_multiple_All.Other_see_next_question,wash_constraints_multiple_All.Do_not_know,wash_constraints_multiple_All.No_constraints,wash_constraints_multiple_All.Vendor_did_not_answer,wash_constraints_other_All,water_trucking_prices_All,cash_feasibility_water_trucking_All,cash_feasibility_water_trucking_All.Cash,cash_feasibility_water_trucking_All.Mobile_money,cash_feasibility_water_trucking_All.Credit_debit_Card,cash_feasibility_water_trucking_All.Prepaid_cards,cash_feasibility_water_trucking_All.Credit,cash_feasibility_water_trucking_All.Vouchers,cash_feasibility_water_trucking_All.Bartering,cash_feasibility_water_trucking_All.Other,cash_feasibility_water_trucking_All.Do_not_know,Other_cash_feasibility_water_trucking_All,capacity_truck_All,type_owner_All,type_water_All,water_chlorinated_All,water_quantity_1cub_mtr_All,water_quantity_other_cub_mtr_All,price_cubic_meter_All,cost_cubic_meter_All,location_source_All,price_cubic_meter_normalized_All,price_cubic_meter_display_All,distance_travelled_All,distance_price_All,additional_cost_5_All,additional_cost_10_All,constraints_multiple_All,constraints_multiple_All.Price_inflation,constraints_multiple_All.Liquidity_shortage,constraints_multiple_All.Shortage_of_demand,constraints_multiple_All.Insecurity_and_instability,constraints_multiple_All.Supply_shortage,constraints_multiple_All.Government_regulations,constraints_multiple_All.Transportation_issues,constraints_multiple_All.Other_see_next_question,constraints_multiple_All.Do_not_know,constraints_multiple_All.No_constraints,constraints_multiple_All.Vendor_did_not_answer,wash_constraints_other_001_All,exchange_rate_All,exchange_rate_result_All,note_exchange_rate_All,exchange_rate_south_All,exchange_rate_result_south_All,note_exchange_rate_south_All,market_info_q_All,mrk_supply_routes_All,mrk_supply_issues_All,mrk_supply_issues_All.dmg_infra_market,mrk_supply_issues_All.dmg_infra_sorrounding,mrk_supply_issues_All.dmg_storage,mrk_supply_issues_All.move_restriction,mrk_supply_issues_All.other,mrk_supply_issues_All.did_not_answer,mrk_supply_issues_other_All,mrk_dmg_infra_All,mrk_dmg_infra_All.road,mrk_dmg_infra_All.electrical,mrk_dmg_infra_All.water,mrk_dmg_infra_All.communication,mrk_dmg_infra_All.other,mrk_dmg_infra_other_All,mrk_increse_fuel_50_All,mrk_increse_fuel_100_All,mrk_increse_WASH_50_All,mrk_increse_WASH_100_All,mrk_increse_water_50_All,mrk_increse_water_100_All,further_comments_All,X__version___All,X_version__All,X_id,X_uuid,X_submission_time,X_validation_status,X_index
2020-02-27T11:52:31.936+03:00,2/27/2020,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2/18/2020,Ali,SCI,,YE23,YE2308,Alsalaf,Rural,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,2.5,Private,Pumping_Station_or_Borehole,yes,yes,,1000,1000,5,,,5,yes,8000,10000,Other_see_next_question,0,0,0,0,0,0,0,1,0,0,0,The ups and downs of petrol price,yes,590,,no,,,yes,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical,1,1,0,0,0,,,,,,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,85987867,34948b03-be9f-4d5f-aa0a-6fa72f711585,2020-02-27T08:52:52,,187
2020-02-26T11:13:55.673+03:00,2/26/2020,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2/17/2020,Fawaz,SCI,,YE25,YE2515,Alfayosh,Urban,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,3,Private,Pumping_Station_or_Borehole,no,yes,,3000,3000,3,,,10,yes,5000,7000,Other_see_next_question,0,0,0,0,0,0,0,1,0,0,0,Blackouts,yes,660,,yes,660,,yes,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical communication,1,1,0,1,0,,,,,,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,85831822,a9c5a65b-01be-4b07-b7ca-7585c789daee,2020-02-26T08:14:41,,139
2020-02-27T10:58:34.646+03:00,2/27/2020,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2/22/2020,Aseel,SCI,,YE29,YE2915,Souq Amran,Urban,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,8,Private,Pumping_Station_or_Borehole,no,yes,,900,900,1,,,6,yes,7500,9000,Price_inflation Other_see_next_question,1,0,0,0,0,0,0,1,0,0,0,ups and downs of petrol price,yes,594,,no,,,yes,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water,1,1,1,0,0,,,,,,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,85980565,65269727-db8f-4bba-ad28-825ce4e04549,2020-02-27T07:59:18,,3
2020-02-27T16:03:59.543+03:00,2/27/2020,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2/19/2020,Abdullah,SCI,,YE13,YE1308,Hayel,Urban,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Other,1,0,0,0,1,0,0,0,0,,12,Private,Pumping_Station_or_Borehole,yes,yes,,800,800,1,,,5,yes,10000,11000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,597,,no,,,yes,yes,dmg_infra_sorrounding move_restriction,0,1,0,1,0,0,,road electrical water,1,1,1,0,0,,,,,,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,86031251,63054309-b226-4e95-92b0-c23967bf3712,2020-02-27T13:04:27,,199
2020-02-27T09:28:47.461+03:00,2/27/2020,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2/18/2020,Eman,SCI,,YE15,YE1521,Alnnashama,Rural,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Other,1,0,0,0,1,0,0,0,0,,7,Private,Pumping_Station_or_Borehole,no,yes,,1200,1200,20,,,20,yes,12000,16000,Transportation_issues,0,0,0,0,0,0,1,0,0,0,0,,yes,650,,no,,,yes,yes,dmg_infra_sorrounding,0,1,0,0,0,0,,road electrical,1,1,0,0,0,,,,,,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,85971619,324c02b0-9747-42bf-8bbc-bf95533d6ac2,2020-02-27T06:29:19,,164
2020-03-01T12:28:52.447+03:00,3/1/2020,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2/22/2020,Abdullah,SCI,,YE17,YE1724,Altoor,Rural,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Other,1,0,0,0,1,0,0,0,0,,4,Public,Water_Spring,no,yes,,1500,1500,3,,,5,no,,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,596,,no,,,yes,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical water communication,1,1,1,1,0,,,,,,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,86341741,531030c1-75c6-418b-8f01-97d8015be54b,2020-03-01T09:29:17,,212
2020-03-01T12:42:42.713+03:00,3/1/2020,ee.humanitarianresponse.info:pk2dojv5mlg2weOP,2/22/2020,Abdullah,SCI,,YE17,YE1725,Alaman,Rural,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Cash Other,1,0,0,0,1,0,0,0,0,,3,Public,Water_Spring,no,yes,,1500,1500,2,,,5,no,,,Price_inflation Transportation_issues,1,0,0,0,0,0,1,0,0,0,0,,yes,596,,no,,,yes,yes,dmg_infra_market dmg_infra_sorrounding,1,1,0,0,0,0,,road electrical water communication,1,1,1,1,0,,,,,,no,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,86342746,e107f943-452f-41e7-958d-1f32efb7bb53,2020-03-01T09:43:07,,217
2020-02-27T09:29:23.282-00:00,2/27/2020,ee.humanitarianresponse.info:x8MkYEXDTOuITPKb,2/23/2020,Mohammed,OXFAM,,YE17,YE1712,Aslam,Rural,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,400,,,yes,yes,,450,450,,,YE18,12,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,160,160,,,yes,yes,,200,200,,,no problem,yes,yes,,160,160,,,yes,yes,,160,160,,,yes,yes,,550,550,,,YE18,Vendor,12,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,5,Private,Pumping_Station_or_Borehole,yes,yes,,5000,5000,7,,,7,yes,5000,6000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,580,,no,,,yes,yes,dmg_infra_market,1,0,0,0,0,0,,road,1,0,0,0,0,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,86354920,1db9420f-6d9d-489b-bb37-2377095cf8ad,2020-03-01T12:03:34,,222
2020-02-27T10:02:42.518-00:00,2/27/2020,ee.humanitarianresponse.info:x8MkYEXDTOuITPKb,2/23/2020,Mohammed,OXFAM,,YE17,YE1712,Aslam,Rural,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,400,400,,,yes,yes,,500,500,,,YE18,12,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,160,160,,,yes,yes,,200,200,,,no problem,yes,yes,,150,150,,,yes,yes,,150,150,,,yes,yes,,600,600,,,YE18,Vendor,4,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,6,Private,Pumping_Station_or_Borehole,yes,yes,,5500,5500,7,,,9,yes,5000,6000,Price_inflation,1,0,0,0,0,0,0,0,0,0,0,,yes,580,,no,,,yes,yes,dmg_infra_market,1,0,0,0,0,0,,road,1,0,0,0,0,,yes,yes,yes,yes,yes,yes,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,86354929,fe786185-29ea-4966-9592-858f7ac4c065,2020-03-01T12:03:40,,224
2020-02-27T12:10:23.937+03:00,2/27/2020,ee.humanitarianresponse.info:vQDrSO7sNhMflnxB,2/20/2020,Zaid,OXFAM,,YE17,YE1728,Alswaeel,Urban,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,350,350,,,yes,yes,,400,400,,,YE18,10,Price_inflation Liquidity_shortage Shortage_of_demand,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,yes,Cash,1,0,0,0,0,0,0,0,0,,yes,yes,,140,140,,,yes,yes,,180,180,,,,yes,yes,,150,150,,,yes,yes,,180,180,,,yes,yes,,650,650,,,YE18,Vendor,12,Price_inflation Government_regulations,1,0,0,0,0,1,0,0,0,0,0,,yes,Cash,1,0,0,0,0,0,0,0,0,,7,Private,Treatment_Station,no,yes,,2700,2700,15,,,20,yes,200,400,Supply_shortage Government_regulations,0,0,0,0,1,1,0,0,0,0,0,,yes,590,,yes,585,,yes,yes,dmg_infra_market dmg_infra_sorrounding dmg_storage,1,1,1,0,0,0,,road electrical water,1,1,1,0,0,,yes,no,yes,no,yes,no,,v2ZtbFxdMLUeS6K3smMjSx,vKytKhh6ddUjNzJMkxPdc8,86424062,fbb7d2fa-6a77-4fb6-b1d3-cd35cdcea8cc,2020-03-02T07:56:28,,226
